"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 19 11:40:00 UTC 2025","Fri Sep 19 11:40:13 UTC 2025","12523","","Aikao login page","","dropdowns","","dropdowns",""
